Product Name,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid",Thiamin	Riboflavin,Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added",Category
"Freshness Guaranteed Fresh Thumbprint Cookies, 17.5 oz",78742299754,,,,6.47,3.15,0.64,2.65,23.0,23.0,1.6,177.0,3.17,64.0,56.0,295.0,4.0,0.81,5280.0,0.8,0.0,,18.0,,0.902,415.0,0.0,11.4,0.3,0.0,0.041,0.155,0.0,,Thumbprint Cookies
"Freshness Guaranteed Vanilla Mini Cupcakes, 10 oz, 12 Count",78742141107,71.0,g,10 oz/283 g,4.48,2.82,14.1,59.2,380.0,380.0,0.0,28.0,1.01,,,,366.0,,0.0,,,,0.0,,,,,,42.2,0.0,5.63,,,,Mini Cupcakes
"Freshness Guaranteed Carrot Cake with Cream Cheese Icing, 36oz",78742298689,85.0,g,,11.98,2.95,12.7,39.3,283.0,283.0,0.5,99.0,0.48,9.0,112.0,121.0,196.0,0.47,,1.09,,,0.3,,0.416,6.2,6.0,28.3,31.2,,4.81,0.038,0.25,,Carrot Cake
"Siete Family Foods Cassava Flour Tortillas, 7 oz, 8 Ct",865336000014,50.0,g,,7.96,0.918,0.494,87.3,,,4.83,74.6,3.99,33.6,39.2,198.0,13.1,0.41,,,,,,,0.6,,,,,,,0.0499,,,Tortillas
"La Tortilla Factory, Handmade Style Tortillas, White Corn & Wheat, 11.57 oz, 8 ct",78858510118,41.0,g,16 oz/1 lbs/453 g,2.58,6.67,6.67,48.9,267.0,267.0,8.9,89.0,2.4,,,,600.0,,0.0,,,,0.0,,,,,,2.22,0.0,2.22,,,,Tortillas
"Marketside Decadent Oatmeal Raisin Cookies, 3.75 oz, 3 Count",681131282611,35.0,g,3.75 oz/106 g,1.46,5.71,12.9,62.9,400.0,400.0,2.9,29.0,1.43,,,257.0,386.0,,,,206.0,,,,,,,,37.1,0.0,4.29,,,22.9,Oatmeal Raisin Cookies
"Marketside Strawberry Cheese Bowtie Danish, 12 oz Clamshell, 4 Count",681131282321,85.0,g,,5.24,8.0,21.9,37.2,,,1.0,35.0,1.8,15.0,108.0,98.0,417.0,0.7,128.0,0.35,2.0,,0.1,,2.0,6.9,35.0,20.1,6.95,,6.79,0.04,0.2,,Danish
"MiDel GlutenFree Graham Style Pie Crust, 7.1 Oz",30684790232,25.0,g,,3.88,5.1,24.8,64.3,501.0,501.0,1.9,29.0,2.6,23.0,117.0,113.0,471.0,1.25,1.0,1.85,0.0,,0.0,,3.22,21.8,46.0,17.7,18.1,,5.0,0.076,0.0,,Gluten-Free Pie Crust
"Marketside Brioche Rolls, 9.88 oz, 8 Count, Shelf Stable/Ambient, Sharing Size",681131348591,35.0,g,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brioche Rolls
"Marketside Decadent Peanut Butter Chocolate Chunk Cookies, 13.5 oz, 6 Count",681131282550,32.0,g,13.5 OZ/383 g,4.98,6.25,25.0,53.1,438.0,438.0,3.1,31.0,2.5,,,219.0,312.0,,,,0.0,,,,,,,,37.5,0.0,10.9,,,31.2,Cookies
"Marketside Decadent White Chocolate Macadamia Nut Cookies, 3.75 oz, 3 Count",681131282598,35.0,g,3.75 oz/106 g,1.46,5.71,22.9,57.1,457.0,457.0,0.0,29.0,0.57,,,114.0,400.0,,,,229.0,,,,,,,,34.3,0.0,7.14,,,22.9,Cookies
"OREO Lemon Creme Sandwich Cookies, Party Size, 26.7 oz",44000072292,29.0,g,26.7 ONZ,5.98,3.45,24.1,72.4,483.0,483.0,0.0,34.0,3.45,,,103.0,310.0,,,,,,,,,,,,44.8,0.0,8.62,,,44.8,Sandwich Cookies
"Pepperidge Farm Farmhouse Multigrain Bread, 24 oz Loaf",14100082996,49.0,g,24 ONZ,3.84,14.0,8.14,44.2,302.0,302.0,7.0,93.0,2.56,,,256.0,488.0,,,,,,,,,,0.0,,9.3,0.0,1.16,,,9.3,Multigrain Bread
"Oroweat Country Sourdough Bread, 24 oz",73410956236,38.0,g,680 g,3.98,8.16,4.08,46.9,265.0,265.0,2.0,102.0,2.86,,,92.0,408.0,,,,0.0,,,,4.29,,92.0,,0.0,0.0,0.0,,,,Sourdough Bread
BFree White Sourdough Loaf 14.11oz,852795006305,,,14.5 oz/411 g,5.98,8.77,0.88,54.4,281.0,281.0,1.8,0.0,3.16,,,,667.0,,0.0,,,,0.0,,,,,,0.0,0.0,0.0,,,,Sourdough Bread
La Banderita Yellow Corn Tortillas 80ct,27331000431,52.0,g,14.5 oz/410 g,3.98,7.32,9.76,51.2,317.0,317.0,2.4,171.0,2.63,,,,683.0,,0.0,,,,0.0,,,,,,2.44,1.22,2.44,,,,Corn Tortillas
"Freshness Guaranteed Sesame Seed Italian Loaf, 14 oz",78742988351,,,,1.78,20.4,61.2,11.7,631.0,631.0,11.6,60.0,6.36,345.0,667.0,370.0,47.0,6.73,,1.68,,,0.0,,5.8,0.0,0.0,25.6,0.48,,9.06,0.4,0.0,,Italian Loaf
Ben & Jerry's Chocolate Fudge Brownie Non-Dairy Frozen Dessert 1 Pint,76840580743,100.0,g,,4.48,0.86,9.07,18.3,157.0,157.0,0.0,119.0,0.27,7.0,24.0,44.0,41.0,0.14,,1.62,,,0.0,,0.132,0.7,0.0,6.9,17.9,,7.11,0.007,0.38,,Non-Dairy Frozen Dessert
"Oroweat Whole Grains 100% Whole Wheat Buns, 8 count",73130000752,74.0,g,,4.24,12.4,4.38,44.9,269.0,269.0,6.1,198.0,2.42,81.0,217.0,242.0,477.0,1.71,,0.41,,,1.3,,4.52,4.5,0.0,14.1,5.92,,0.921,0.194,0.19,,Whole Wheat Buns
"Marketside Whole Grain Brioche Buns, 10.6 oz, 6 Count",681131403801,50.0,g,10.58 oz/300 g,4.97,10.0,6.0,50.0,280.0,280.0,8.0,40.0,4.0,,,260.0,340.0,,,,0.0,,,,,,,,10.0,0.0,2.0,,,8.0,Brioche Buns
"La Tortilla Factory, Hand Made Style Tortillas, Yellow Corn & Wheat, 8 ct, 12 pack",78858510170,41.0,g,16 oz/1 lbs/453 g,2.58,6.67,6.67,48.9,267.0,267.0,8.9,89.0,2.4,,,,600.0,,0.0,,,,0.0,,,,,,2.22,0.0,2.22,,,,Tortillas
"Taco Bell Hot Crunchy Seasoned Flavor Taco Shells, 12 ct Box",21000081493,,,,3.38,6.69,9.17,15.1,170.0,170.0,3.0,95.0,1.77,27.0,103.0,229.0,363.0,1.17,62.0,0.54,,,,,1.5,10.7,16.0,,,,2.98,0.103,0.4,,Taco Shells
"Freshness Guaranteed Strawberry Topped New York Style Cheesecake Slice, 8.4 oz",78742333243,238.0,g,8.4 oz/238 g,4.22,4.62,21.8,28.6,332.0,332.0,0.8,42.0,0.45,,,59.0,294.0,,,,3.0,,,,,,,,20.6,0.63,12.6,,,16.4,Cheesecake
"La Tiara Authentic Mexican Hard Taco Shells, 2.5 oz, 12 Count",72134555701,6.6,g,2.5 oz/72 g,1.84,6.67,16.7,73.3,433.0,433.0,3.3,63.0,0.0,,,183.0,0.0,,,,0.0,,,,,,,,0.0,0.0,6.67,,,,Taco Shells
"Freshness Guaranteed Lemon Cream Mini Cheese Cake Bites, 13.5 oz, 16 Count, Clamshell",78742361956,72.0,g,13.5 oz/383 g,6.47,4.17,20.8,50.0,403.0,403.0,0.0,28.0,1.39,,,69.0,236.0,,,,,,,,,,,,30.6,0.0,6.94,,,23.6,Cheesecake Bites
"Freshness Guaranteed Pecan Tarts, 16.2 oz, 16 Count",78742085302,116.0,g,,6.98,4.01,9.02,71.8,385.0,385.0,1.8,12.0,4.35,11.0,71.0,86.0,311.0,0.36,,0.74,,,0.0,,6.17,19.4,36.0,8.4,31.0,,3.09,0.495,0.01,,Pecan Tarts
"Marketside Decadent White Chocolate Macadamia Nut Cookies, 13.5 oz, 6 Count",681131282529,32.0,g,3.75 oz/106 g,4.98,5.71,22.9,57.1,457.0,457.0,0.0,29.0,0.57,,,114.0,400.0,,,,229.0,,,,,,,,34.3,0.0,7.14,,,22.9,Cookies
"Freshness Guaranteed Tiramisu Cake, 24.2 oz",78742376431,86.0,g,,12.96,5.99,24.3,29.5,355.0,355.0,0.6,67.0,1.18,16.0,108.0,152.0,156.0,0.61,,0.71,,,1.1,,0.9,1.7,6.0,39.0,18.7,,14.2,0.062,0.32,,Tiramisu Cake
"Sola Low Carb, No Added Sugar Hamburger Buns, 9 oz, 4 Count",851921006561,64.0,g,,4.98,0.17,0.0,0.73,27.0,27.0,0.0,4.0,0.0,4.0,8.0,17.0,3.0,0.01,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Hamburger Buns
"Freshness Guaranteed Tiramisu Layer Cake, 6oz",78742376448,170.0,g,,2.98,4.13,19.8,29.8,314.0,314.0,0.0,50.0,0.89,,,,264.0,,620.0,,,,0.0,,,,,,19.8,0.0,9.09,,,,Tiramisu Layer Cake
"Freshness Guaranteed Marshmallow Treats with Harvest Sprinkles, 18 Ounces, 24 Count, Shelf Stable, Clamshell",78742259598,,,,6.47,0.555,1.22,0.337,,,0.0,173.0,0.29,6.78,29.8,30.8,59.6,0.172,,3.32,37.1,,,,0.0744,,,,,0.0,0.104,0.0,0.338,,Marshmallow Treats
"Zatarain's Jambalaya Rice, 8 oz Packaged Meals",71429095236,45.0,g,,1.94,13.8,7.97,8.64,161.0,161.0,0.7,24.0,1.12,19.0,136.0,241.0,379.0,1.07,,0.73,,,6.3,,4.4,4.2,13.0,41.8,0.94,,2.21,0.23,0.32,,Jambalaya Rice
"Snack Factory Pretzel Crisps Gluten Free, Original Flavor, 5 oz",49508250067,28.0,g,,2.98,3.48,7.58,77.7,393.0,393.0,3.3,0.0,0.46,7.0,21.0,68.0,1620.0,0.09,,1.22,,,0.3,,0.229,1.6,0.0,2.9,4.17,,3.4,0.05,0.0,,Pretzel Crisps
"Siete Family Foods Almond Flour Tortillas, 7oz, 8 Ct",865336000021,50.0,g,,7.96,8.7,6.0,49.6,,,,191.0,1.99,,,,898.0,,,,,,,,,,,,,,0.695,,,,Almond Flour Tortillas
"Silk Dairy Free, Peach Mango Plant Based, Soy Milk Yogurt Alternative Container, 5.3 oz",25293002760,150.0,g,,1.52,2.35,1.18,18.8,94.0,94.0,0.6,176.0,0.64,,,,15.0,,0.0,,,,17.6,,,,,,14.7,0.0,0.0,,,,Dairy-Free Yogurt Alternative
"Hurst HamBeens Dried 15 Bean Soup, 20 oz Bag with original ham seasoning",25200001138,,,20 oz,2.72,22.9,0.0,62.9,343.0,343.0,25.7,37.0,5.71,,,820.0,214.0,,,,,,,,,,,,8.57,0.0,0.0,,,0.0,Bean Soup
Great Value Peach Slices W/splenda,78742115061,122.0,g,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peach Slices
"McCormick All Natural Pure Vanilla Extract, 1 fl oz Baking Extracts",52100018898,,,,4.87,0.06,0.06,12.6,,,0.0,11.0,0.12,12.0,6.0,148.0,9.0,0.11,0.0,0.0,0.0,,0.0,,0.425,0.0,0.0,,12.6,0.0,0.01,0.026,0.0,,Vanilla Extract
"Mott's No Sugar Added Applesauce, 46 Ounce, Jar",14800001846,123.0,g,,3.52,0.273,0.162,12.3,,,,3.82,0.0448,3.94,9.12,108.0,0.504,0.00262,,,,,43.7,,,,,,,,,,,,Applesauce
"Bush's Steakhouse Recipe Grillin' Beans, Canned Beans in Sweet and Smoky Sauce, 22 oz",39400019169,130.0,GRM,22 ONZ,2.48,5.46,0.4,30.0,142.0,142.0,3.8,48.0,1.71,,,326.0,342.0,,,,,,,,,,,,14.9,0.0,0.04,,,13.8,Canned Beans
"Ocean Spray Diet Cranberry Juice Drink, 101.4 fl oz",31200203090,240.0,ml,,4.87,0.07,0.0,0.8,4.0,4.0,0.6,3.0,0.04,1.0,0.0,8.0,7.0,0.03,25.0,0.0,0.0,,39.1,,0.026,0.0,4.0,0.0,0.25,0.001,0.001,0.0,0.0,,Cranberry Juice
Prime Energy - Strawberry Watermelon 12oz Can,850040427271,355.0,ml,,2.48,0.56,0.26,23.5,92.0,92.0,1.7,13.0,0.49,8.0,12.0,86.0,4.0,0.09,,0.19,,,31.7,,0.057,1.5,0.0,3.8,21.8,,0.014,0.049,0.0,,Energy Drink
"Bucked Up Energy Drink, 300mg Caffeine, Mango Tango, 16 fl oz",811374035631,,,16 fl oz,1.98,0.0,0.0,8.46,34.0,34.0,,,,,,,63.0,,,,,,,,3.38,,,,8.46,,,0.359,0.51,8.5,Energy Drink
Prime Energy - Tropical Punch 12oz Can,850040427240,,,12 fl oz,2.48,0.0,0.0,0.85,3.0,3.0,,16.0,,16.0,,37.0,15.0,,,,,,,,,,,,0.0,,,0.718,1.01,0.0,Energy Drink
Prime Energy - Orange Mango 12oz Can,850040427516,,,,2.48,0.62,0.3,16.2,65.0,65.0,1.2,8.0,0.12,8.0,10.0,114.0,1.0,0.07,,0.68,,,21.8,,0.452,3.2,0.0,5.7,15.2,,0.069,0.085,0.0,,Energy Drink
Prime Energy Drink Ice Pop 12oz Can,850040427288,,,12 fl oz,2.48,0.0,0.0,0.56,3.0,3.0,,16.0,,16.0,,37.0,15.0,,,,,,,,,,,,0.0,,,0.718,1.01,0.0,Energy Drink
"Bucked Up Energy Drink, 300mg Caffeine, Rocket Pop, 16 fl oz",811374035655,,,12 FL OZ/355 ML,1.98,0.0,0.0,1.11,3.0,3.0,,0.0,,,,6.0,47.0,,,,,,,,4.67,,,,0.0,,,0.497,0.7,,Energy Drink
"Kinder's Grandpa's Beef Stew Seasoning, Rich Home Style Stew, No Added MSG, No Preservatives, and No Artificial Flavors, 1.2oz",755795252645,,,,1.68,14.3,11.4,1.28,168.0,168.0,0.2,17.0,1.73,16.0,135.0,256.0,464.0,3.42,,0.18,,,3.4,,3.25,1.9,0.0,42.6,0.41,,4.32,0.156,1.23,,Beef Stew Seasoning
"Kinder's Sunday Pot Roast Seasoning with Rich Gravy, 1.1oz",755795252638,,,,1.68,1.67,0.83,6.67,42.0,42.0,1.7,0.0,1.83,,,167.0,1030.0,,,,0.0,,,,,,,,1.67,0.0,0.0,,,,Pot Roast Seasoning
"Kinder's Carnitas Mexican-Style Crispy Pork Seasoning, No Added MSG, No Preservatives, and No Artificial Flavors,1.0oz",755795252546,,,,1.68,24.6,18.3,0.0,271.0,271.0,0.0,26.0,1.72,23.0,204.0,299.0,440.0,4.74,,0.28,,,0.0,,3.8,1.1,0.0,100.0,0.0,,6.59,0.439,0.91,,Pork Seasoning
"Kinder's Carne Asada Mexican-Style Citrus Blend Seasoning, No Added MSG, No Preservatives, and No Artificial Flavors, 1.0oz",755795252584,,,5.9 OZ/167 g,1.68,0.0,0.0,0.0,0.0,0.0,,,,,,,13000.0,,,,,,,,,,,,,,,,,,Seasoning
"Kinder's Fajita Seasoning The Fajita Blend with Citrus and Garlic Seasoning, No Added MSG, No Preservatives, and No Artificial Flavors, 1.0oz",755795252591,,,5.1 oz/144 g,1.68,0.0,0.0,0.0,0.0,0.0,,,,,,,14000.0,,,,,,,,,,,,,,,,,,Fajita Seasoning
"Kinder's Woodfired Chili Seasoning, Smoky Flavors with Chilis and Herbs, No Added MSG, No Preservatives, and No Artificial Flavors, 1.0oz",755795252614,,,1 oz/28 g,1.68,0.0,0.0,0.0,0.0,0.0,,,,,,,12700.0,,,,,,,,,,,,,,,,,,Chili Seasoning
"Bolthouse Farms Dressing, Cilantro Avocado Creamy Yogurt Dressing, 12 fl. oz.",71464022785,30.0,g,14 fl oz/414 mL,3.78,3.33,6.67,13.3,133.0,133.0,0.0,67.0,0.0,,,,400.0,,0.0,,,,0.0,,,,,,13.3,0.0,0.0,,,,Dressing
"Chick-Fil-A Creamy Salsa Refrigerated Salad Dressing, 12 Fluid oz Bottle, Fresh",70200856134,30.0,g,,4.48,21.4,11.2,10.4,,,0.9,25.0,0.97,30.0,264.0,497.0,577.0,0.72,,1.56,,,1.0,,8.76,,,,1.24,0.036,2.06,0.476,0.19,,Salad Dressing
"McCormick Air Fryer Buffalo Seasoning Mix, 1.25 oz Mixed Spices & Seasonings",52100052779,9.0,g,1.25 OZ/35 g,1.62,14.3,14.3,42.9,357.0,357.0,,,,,,,6710.0,,,,,,,,,,,,,,7.14,,,,Seasoning Mix
"Kinder's Texas Red, Texas-Style No-Bean Chili Seasoning, No Added MSG, No Preservatives, and No Artificial Flavors, 1.25oz",755795252621,,,1.75 oz/49 g,1.68,10.0,10.0,60.0,350.0,350.0,10.0,,9.0,,,1100.0,3300.0,,,,,,,,,,,,10.0,,,,,10.0,Chili Seasoning
"Chick-Fil-A Garden Herb Ranch Refrigerated Salad Dressing, 12 Fluid oz Bottle, Fresh",70200856141,,,,4.48,21.4,11.2,10.4,,,0.9,25.0,0.97,30.0,264.0,497.0,577.0,0.72,,1.56,,,1.0,,8.76,,,,1.24,0.036,2.06,0.476,0.19,,Salad Dressing
"Fresh Gourmet Dried Sweet Cranberries and Sunflower Kernels, Salad Topping, 4oz Bag",787359177767,,,,3.78,20.8,51.5,20.0,,,8.6,78.0,5.25,325.0,660.0,645.0,9.0,5.0,50.0,35.2,0.0,,1.4,,8.34,0.0,0.0,55.1,2.62,,4.46,1.34,0.0,,Salad Topping
"Hidden Valley Ranch Night Black Pepper Parmesan Premium Seasoning Mix, 1 oz",71100213706,,,4 oz,1.74,10.7,7.14,71.4,393.0,393.0,7.1,143.0,1.43,,,1040.0,1930.0,,,,,,,,,,,,3.57,0.0,5.36,,,3.6,Seasoning Mix
"Beef Choice Angus Flank Steak, 1.34 - 3.00 lb Tray",258884000009,,,,19.59,29.1,14.1,0.0,243.0,243.0,0.0,7.0,2.42,23.0,167.0,296.0,370.0,8.0,,0.1,,,0.0,,6.29,1.6,0.0,59.8,0.0,,5.02,0.479,2.89,,Flank Steak
"Honeysuckle White 90% Lean / 10% Fat Ground Turkey Roll, Fresh, 1 lb.",642205008032,,,,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ground Turkey
"Sam's Choice Cooked Medium Shrimp Cocktail Ring with Sauce, 16 oz",78742357638,,,22 oz/623 g,8.98,10.7,0.0,6.43,86.0,86.0,0.0,64.0,0.43,,,,464.0,,,,0.0,,,,,,,,5.0,0.0,0.0,,,4.3,Shrimp Cocktail
Truvia Original Calorie-Free Sweetener from the Stevia Leaf Spoonable (9.8 oz Jar),13600000790,,,120 g/4.23 oz,6.48,0.0,0.0,100.0,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,Sweetener
Great Value Seafood Sauce Zesty 12oz,78742347066,65.0,g,,1.72,8.53,17.4,2.51,203.0,203.0,0.1,32.0,1.2,16.0,153.0,274.0,463.0,0.34,,4.04,,,0.5,,0.277,6.2,0.0,41.5,0.02,,2.73,0.022,8.08,,Seafood Sauce
"P3 Ham, Cashews, Cheddar Cheese & Chocolate Cranberries Protein Snack Pack, 3.2 Oz Tray",44700094303,,,1.5 oz/42 g,3.48,16.7,28.6,23.8,429.0,429.0,2.4,357.0,1.71,,,250.0,381.0,,,,0.0,,,,,,,,16.7,0.0,11.9,,,14.3,Protein Snack Pack
"Marie Callender’s Dutch Apple Pie Dessert, 38 oz (Frozen)",612781101045,119.0,g,42 ONZ,5.63,1.68,13.4,38.7,286.0,286.0,1.7,0.0,0.61,,,67.0,151.0,,,,,,0.0,,,,,,23.5,0.0,5.88,,,,Apple Pie
Emmi Le Gruyre AOP Cheese 6 oz,73015001720,28.0,g,6 oz,7.17,28.6,32.1,0.0,393.0,393.0,0.0,893.0,0.36,,,71.0,607.0,,,,,,,,,,,,0.0,0.0,17.9,,,0.0,Cheese
Skittles Original Chewy Candy Sharing Size - 15.6 oz Bag,22000279705,28.0,g,,4.12,0.19,4.37,90.8,,,0.0,0.0,0.0,1.0,1.0,12.0,15.0,0.02,0.0,0.17,0.0,,66.8,,0.007,1.1,0.0,0.0,75.8,0.074,4.12,0.003,0.0,,Candy
"John Soules Foods, Fully Cooked, All Natural, Fresh Flame Grilled Chicken Breast Strips, 8oz",34695123850,85.0,g,8 OZ/227 g,3.42,25.0,1.79,2.38,131.0,131.0,1.2,0.0,0.86,,,,440.0,,0.0,,,,0.0,,,,,,1.19,0.0,0.0,,,,Chicken Breast Strips
"Great Value Pepperoni Cauliflower Thin Crust Pizza, 12.1 oz (Frozen)",78742330334,,,,5.48,12.2,12.7,27.5,274.0,274.0,2.9,218.0,2.1,24.0,212.0,204.0,523.0,1.53,,0.75,,,0.1,,1.46,4.3,49.0,20.3,3.54,,6.26,0.14,0.65,,Frozen Pizza
"Cheez-It Extra Toasty Cheese Crackers, 12.4 oz",24100104437,30.0,g,,3.78,10.9,22.7,59.4,489.0,489.0,2.3,136.0,4.88,25.0,200.0,156.0,973.0,1.19,,2.19,,,0.0,,6.11,9.4,127.0,8.7,4.53,,5.29,0.17,0.34,,Cheese Crackers
"Great Value Fat Free Orange Sherbet, 48 fl oz",78742086552,88.0,g,,2.67,1.1,2.0,30.4,144.0,144.0,1.3,54.0,0.14,8.0,40.0,96.0,46.0,0.48,46.0,0.01,0.0,,2.3,,0.063,0.0,0.0,7.7,24.3,,1.16,0.023,0.13,,Orange Sherbet
"Green Giant Nibblers Corn on the Cob, 6 Ct (Frozen)",20000145853,,,,2.82,3.28,0.78,23.5,,,2.8,4.0,0.68,32.0,87.0,294.0,5.0,0.7,4.0,,0.0,,7.2,,1.68,,0.0,,,0.0,0.12,0.179,0.0,,Frozen Corn
"Great Value Garlic Cheese Loaf, 12 oz",78742330518,56.0,g,340 GRM,2.68,2.5,0.0,77.5,300.0,300.0,5.0,50.0,1.75,,,750.0,25.0,,,,,,,,,,,,65.0,0.0,0.0,,,0.0,Garlic Cheese Loaf
"Marketside Brioche Slider Rolls, 16.9 oz, 12 Count",681131161879,40.0,g,16.9 oz/480 g,4.97,10.0,7.5,50.0,300.0,300.0,2.5,75.0,1.0,,,150.0,425.0,,,,0.0,,,,,,,,10.0,0.0,2.5,,,5.0,Slider Rolls
"Jennie-O Turkey Jumbo Franks, 16 oz",42222812429,56.0,g,24 oz,2.47,16.1,4.46,5.36,125.0,125.0,0.0,54.0,0.71,,,339.0,1250.0,,,,,,,,,,,,1.79,0.0,0.89,,,1.8,Turkey Franks
"Amy's Kitchen Tree Nut Free Cheddar Cheese Bean and Rice Burrito, 6 oz Pouch (Frozen)",42272000715,170.0,g,,3.18,7.07,6.3,34.0,221.0,221.0,3.4,52.0,2.51,31.0,117.0,210.0,351.0,0.71,68.0,0.37,0.0,,0.3,,2.48,7.6,47.0,22.3,3.21,0.041,1.34,0.085,0.08,,Bean and Rice Burrito
"Silk Dairy Free, Gluten Free, Unsweet Cashew Milk, 64 fl oz Half Gallon",25293002753,240.0,ml,,3.98,2.6,1.4,9.0,59.0,59.0,0.0,96.0,0.0,16.0,151.0,206.0,100.0,0.81,,0.04,,,0.7,,0.124,0.2,0.0,15.0,5.0,,0.841,0.062,0.52,,Cashew Milk
"InnovAsian General Tso's Chicken Meal, 36 oz (Frozen Meal)",695119133000,178.0,g,21 oz/595 g,9.97,4.04,2.02,23.2,131.0,131.0,1.0,20.0,0.73,,,,263.0,,884.0,,,,6.1,,,,,,8.59,0.0,0.25,,,,Frozen Meal
"Land O' Frost Hickory Smoked, Canadian Bacon, Vacuum Sealed Plastic Pouch,  6 oz",51900000010,61.0,g,24 oz/1.5 lbs,2.86,19.6,2.94,1.96,118.0,118.0,,,,,,,902.0,,,,,,29.4,,,,,,1.96,0.0,0.98,,,,Canadian Bacon
Freschetta Gluten Free Pepperoni Frozen Pizza 17.78oz,72180636942,126.0,g,,11.94,12.6,10.0,31.8,268.0,268.0,2.4,172.0,1.76,26.0,235.0,178.0,591.0,1.36,,0.73,,,1.8,,2.09,7.4,36.0,18.2,4.92,,4.3,0.101,0.72,,Frozen Pizza
"Nasoya Organic Vegan Thai Basil Vegetable Dumplings, 9 oz",25484007031,85.0,g,9 oz/255 g,4.28,7.06,2.35,31.8,176.0,176.0,2.4,32.0,1.18,,,80.0,565.0,,,,0.0,,,,,,,,1.18,0.0,0.0,,,,Vegetable Dumplings
"Sam's Choice Frozen All Natural Wild Alaskan Sockeye Salmon, 12 oz",78742253220,,,12 oz/340 g,11.23,20.4,8.85,0.0,159.0,159.0,0.0,0.0,0.64,,,,49.0,,177.0,,,,0.0,,,,,,0.0,0.0,1.77,,,,Frozen Salmon
"Blue Bunny Premium Vanilla Bean Ice Cream, 48 fl oz",70640012718,69.0,g,,4.48,4.35,13.0,23.2,217.0,217.0,0.0,145.0,0.0,,,217.0,65.0,,435.0,,,,0.0,,,,,,21.7,0.0,7.25,,,,Ice Cream
"Bernard's Seafood Frozen Cleaned & Peeled Crawfish Tails, 12 oz",747289123517,,,16 oz/454 g/1 lbs,7.96,17.6,1.18,0.0,82.0,82.0,0.0,71.0,3.18,,,0.0,188.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,Crawfish Tails
"So Delicious Dairy Free Salted Caramel Cluster Cashew Milk Frozen Dessert, 1 Pint",744473476138,85.0,g,1 PT/473 mL,4.94,1.63,8.94,23.6,179.0,179.0,0.8,8.0,0.81,,,65.0,85.0,,,,,,,,,,,,15.4,0.0,1.63,,,14.6,Frozen Dessert
Caulipower Cauliflower Crust Margherita Frozen Pizza 10.9oz,862871000325,165.0,g,11.8 oz/334 g,6.98,6.47,6.47,21.8,165.0,165.0,2.4,176.0,1.18,,,235.0,382.0,,,,,,,,,,,,4.71,0.0,3.53,,,2.9,Frozen Pizza
"Dole Acai Bowls Frozen Protein Acai Blend with Fruit and Granola, 6 oz",71202007043,170.0,g,24 oz/680 g,3.64,1.76,3.53,20.6,124.0,124.0,4.1,0.0,0.59,,,159.0,0.0,,,,0.0,,,,,,,,11.2,0.0,1.18,,,6.5,Acai Bowl
"Hillshire Farm Hardwood Smoked Beef Summer Sausage, 19 oz",44500333268,56.0,g,9 oz/255 g,7.57,19.6,28.6,1.79,339.0,339.0,1.8,0.0,1.93,,,,1270.0,,0.0,,,,0.0,,,,,,1.79,0.89,12.5,,,,Beef Summer Sausage
"Beyond Meat Beyond Breakfast Sausage Plant-Based Breakfast Patties, Original 7.4 oz (Frozen)",852629004897,58.0,g,27.1 oz/169 lb/770 g,4.42,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,Breakfast Patties
"Daring Original Breaded Plant-Based Frozen Chicken Pieces, 8oz, 11g of Protein, 27 Count",860003055083,85.0,g,,5.94,4.86,1.41,18.6,105.0,105.0,0.0,169.0,0.07,16.0,133.0,216.0,65.0,0.82,60.0,,,,0.7,,0.105,,0.0,,,,0.909,0.045,0.52,,Plant-Based Chicken
"Stouffer's Chicken Alfredo Large Family Size Frozen Meal, 57 oz (Frozen)",13800232700,237.0,g,57 oz,13.48,7.59,5.06,13.9,131.0,131.0,0.8,84.0,0.21,,,105.0,392.0,,,,,,,,,,,,1.69,0.0,2.95,,,0.0,Frozen Meal
Eckrich Natural Casing Smoked Sausage Rope,27815300422,56.0,g,8 oz/226 g,3.46,11.5,27.4,5.31,320.0,320.0,0.0,0.0,0.64,,,,896.0,,0.0,,,,0.0,,,,,,2.65,0.0,9.73,,,,Smoked Sausage
