Product Name,Walmart Item ID,UPC Code,Serving Size,Serving Size Unit,Product Size,Price,Protein,Total lipid (fat),"Carbohydrate, by difference",Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid","Thiamin	Riboflavin",Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans","Fatty acids, total saturated",Vitamin B-6,Vitamin B-12,"Sugars, added"
"Truvia Original Calorie-Free Sweetener from the Stevia Leaf Packets, 240 Count (16.9 oz Carton)",309939749,812130020557,2,g,120 g/4.23 oz,15.98,0,0,100,0,0,,,,,,,0,,,,,,,,,,,,,,,,,
"Stouffer's Cheesy Garlic Meat Sauce Lasagna Family Size Frozen Meal, 35 oz (Frozen)",10804854,13800446770,197,g,38 oz,9.84,7.44,3.72,14,121,121,0.9,70,0.6,,,200,386,,,,,,,,,,,,2.33,0.23,1.86,,,0.5
"Prima Della Mesquite Smoked Turkey Breast, Deli Sliced",33977657,227182000004,,,9 oz/255 g,10.72,17.9,1.79,3.57,107,107,0,0,0.64,,,696,750,,0,,,,0,,,,,,1.79,0,0,,,
"Kodiak Protein-Packed Thick and Fluffy Blueberry Power Waffles, 14.82 oz, 6 Count (Frozen)",244985868,705599014826,65,g,14.82 oz/420 g,5.98,14.3,15.7,32.9,329,329,4.3,57,1.86,,,171,329,,,,,,,,,,,,10,0,2.86,,,7.1
"Farmland, Hickory Smoked Deli Ham, 4 lb",37447827,70247193186,,,,14.42,16.9,3.08,3.08,108,108,0,0,0.55,,,,1290,,0,,,,0,,,,,,3.08,0,0.77,,,
"Gardein Ultimate Plant-Based Vegan Burger Patties, 24 oz, 6 Count (Frozen)",209637293,842234007031,113,g,40 oz/2.5 lbs/1.13 kg,11.18,16.8,13.3,7.08,212,212,0.9,88,2.74,,,124,398,,,,0,,,,,,,,0.88,0,8.85,,,
"Chicken of the Sea Wild-Caught, Skinless & Boneless Lemon Pepper Pink Salmon, 2.5 oz Pouch",41456181,48000011725,70,g,2.5 oz/71 g,1.52,15.5,0,2.82,85,85,0,14,0.28,,,225,380,,,,344,,2.8,,,,,,1.41,0,0,,,1.4
"Daiya Dairy Free Gluten Free Fire Roasted Vegetable Vegan Pizza, 17.4 oz (Frozen)",108153301,871459001524,123,g,,7.68,6.68,10.5,26.7,228,228,2.7,202,1.89,14,126,111,439,0.93,,1.5,,,4.2,,1.91,3.4,0,11.1,3.17,,3.23,0.088,0.16,
"Lenny & Larry's The Complete Cookie, White Chocolaty Macadamia, 4oz, 4ct",46950535,787692839643,57,g,4 oz/113 g,6.98,14,15.8,47.4,404,404,8.8,25,1.75,,,193,333,,,,0,,,,,,,,21,0,6.14,,,21.1
Smithfield Hardwood Smoked Half Bone-in Ham,19888805,202572000000,,,,24.28,21.4,3.57,3.57,131,131,0,0,0.48,,,333,560,,,,0,,,,,,,,3.57,0,1.19,,,3.6
"Honeysuckle White Frozen Bone-in Turkey Breast with Gravy, 3-9 lbs, Serves 2 to 6",15241047,212077000009,,,6 EA,15.48,15.5,7,0,125,125,0,0,1.29,,,,175,,,,,,0,,,,,,0,0,2,,,
"Williams, Pork, Mild Breakfast Sausage Roll, Perishable, 16oz",10313757,72494512703,,,,3.97,15.9,10.4,3.18,,,0,55,1.34,20,174,258,714,2.51,0,0.19,17,,0,,4.43,0.4,0,33.9,0,0.127,2.82,0.259,1.28,
"Sam's Choice Frozen All Natural Wild Caught Snapper Fillets, 12 oz",126786262,865957000011,113,g,2 lbs/907 g,10.98,31.9,2.65,0,159,159,0,18,0.64,,,,102,,310,,,,0,,,,,,0,0,0.88,,,
"Jack Daniel's Seasoned Baby Back Pork Ribs, Fully Cooked, Ready to Heat, 1.5 lb (Refrigerated)",45373444,811663021604,140,g,16 OZ/1 LB/454 g,13.48,14.3,10,26.4,257,257,0,14,0.77,,,,393,,0,,,,0,,,,,,24.3,0.05,3.57,,,
"Aqua Star Fresh Cooked Cocktail Shrimp Seafood Kit (6oz, 6 Count, 1 Pack)",465837603,731149652378,113,g,1 lbs/454 g,4.98,10.6,0.44,0.88,53,53,0,18,1.59,,,,257,,177,,,,0,,,,,,0,0,0,,,
", 2.1 - 6.8 lb",33867603,225736000005,,,,20.16,0,0,90,367,367,,,,,,,83,,,,,,,,,,,,80,,,,,80
"Zatarain's Frozen Meal - Shrimp Alfredo, 20 oz Packaged Meals",148845208,71429013650,283,g,,7.97,5.29,1.72,13.4,91,91,1.5,32,0.9,15,58,87,456,0.54,,0.55,,,6.8,,0.838,8,21,18.5,1.87,,0.491,0.051,0.11,
"Hillshire Farm Slow Roasted Carved Ham, 11 oz",617225342,44500984828,56,g,11 oz/311 g,7.74,19.6,2.68,1.79,125,125,0,0,0.64,,,,750,,0,,,,0,,,,,,1.79,0,0.89,,,
"MorningStar Farms Incogmeato Original Meatless Chicken Tenders, 13.5 oz (Frozen)",830913992,28989103147,81,g,,6.28,14.6,13.6,14.9,,,1.7,39,0.84,29,200,281,527,0.61,40,2.22,3,,0.5,,5.92,17.7,7,46.2,0.57,0.055,2.44,0.338,0.18,
"Bigelow Vanilla Chai, Black Tea Bags, 20 Count",10293195,72310001626,,,1.34 oz/38 g,3.34,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,0,,,,,
"Ocean Spray Craisins Dried Cranberries, Reduced Sugar, 20oz Resealable Pouch",106585958,31200029317,40,g,20 oz/567 g,5.97,0,0,77.5,250,250,25,,,,,,0,,,,,,,,,,,,35,,0,,,
"Welch's Orange Pineapple Juice Drink, 10 fl oz On-the-Go Bottle (Pack of 6)",10452302,41800348008,296,ml,10 OZA,4.38,0,0,11.2,44,44,0,0,0,,,0,22,,,,,,20.3,,,,,,10.5,0,0,,,9.8
"Frank's RedHot Original Seasoning Blend, 4.12 oz Mixed Spices & Seasonings",245772659,41500001043,0.6,g,,4.83,9.59,7.53,65.6,307,307,11.3,996,35.3,224,171,684,27,3.14,2630,1.32,0,,12,,2.97,805,0,30.3,1.8,0,3.29,1.32,0,
"McCormick Taco Seasoning Mix, 1 oz Mixed Spices & Seasonings",142689942,52100034911,4.5,g,,1.07,4.5,0,58,322,322,13.3,0,7.2,,,1000,7200,,3740,,,,0,,,,,,10.8,0,0,,,
"McCormick Gravy Mix - Mushroom, 0.75 oz Gravies",10308934,52100090207,5,g,,1.44,1.26,2.71,5.47,,,0.4,7,0.66,2,15,106,570,0.7,0,,,,0,,0.671,,0,,,,0.4,0.02,0,
"Dash Chicken Grilling Blends, Salt-Free, 2.4 oz",21092561,605021000253,0.7,g,0.51 oz/14.4 g,2.97,0,0,143,0,0,,,,,,1430,0,,,,,,,,,,,,,,,,,
"McCormick Ginger - Ground 1.5, 1.5 oz Mixed Spices & Seasonings",356986409,52100039480,,,,4.5,8.98,4.24,71.6,,,14.1,114,19.8,214,168,1320,27,3.64,30,0,0,,0.7,,9.62,0.8,0,41.2,3.39,0,2.6,0.626,0,
"McCormick Garlic Salt, 5.25 oz Mixed Spices & Seasonings",10308807,52100005935,,,5.25 oz,2.98,0,0,0,0,0,,,,,,,36400,,,,,,,,,,,,,,,,,
"Dash Southwest Chipotle Seasoning Blend, Salt-Free, 2.5 oz",21092560,605021000222,0.7,g,,2.97,0,0,0,0,0,,,,,,1430,0,,,,,,,,,,,,,,,,,
"McCormick Taco Seasoning Mix - Chicken, 1 oz Mixed Spices & Seasonings",10309039,52100760674,4.5,g,1.0 OZ/28.3 g,1.07,0,0,71.4,286,286,,,7.14,,,,6710,,,,,,,,,,,,28.6,,,,,28.6
"McCormick Slow Cooker BBQ Pulled Pork Seasoning Mix, 1.6 oz Mixed Spices & Seasonings",10309032,52100735689,4.5,g,1.6 oz/45 g,2.92,0,0,66.7,333,333,,,,,,,9560,,,,,,,,,,,,44.4,,,,,44.4
"Weber N'Orleans Cajun Seasoning, 5 oz",14008709,47600011340,0.9,g,5 oz/142 g,3.98,0,0,0,0,0,,,,,,,11100,,,,,,,,,,,,,,,,,
"Pioneer Biscuit Gravy Mix, 2.75 oz",10535199,41460398375,10,g,,1.16,6.2,14.7,17,224,224,0.8,80,1.01,12,206,152,451,0.66,,0.74,,,0,,1.92,6.2,14,14.7,3.88,,6.31,0.058,0.3,
"Crockpot Hearty Beef Stew Seasoning Mix, 1.5 oz",39096469,47800514023,5,g,1.5 OZ/42 g,2.12,20,0,60,300,300,,,,,,,11400,,,,,,,,,,,,,,,,,
"Crockpot Savory Pot Roast Seasoning Mix, 1.5 oz",39096468,47800514016,4.5,g,1.3 oz/36 g,2.12,0,0,57.1,286,286,,,,,,,9710,,,,,,,,,,,,,,,,,
"McCormick Gravy Mix - Chicken, 0.87 oz Gravies",10308849,52100037806,6,g,,1.44,18.9,5.21,1.58,129,129,0,13,0.54,17,171,207,526,1.14,,0.32,,,0,,5.38,0.2,0,47.3,0.09,,1.29,0.18,0.25,
"McCormick Chicken Parmesan Seasoning Mix, 1.5 oz Mixed Spices & Seasonings",298290131,52100045511,11,g,,2.22,0,0,50,375,375,,,,,,,8250,,,,,,,,,,,,25,,,,,
"Dash Table Blend Seasoning Blend, Salt-Free, Kosher, 2.5 oz",21092565,605021000994,0.7,g,,2.97,0,0,0,0,0,,,,,,1430,0,,,,,,,,,,,,,,,,,
"Weber Chicago Steak Seasoning, 5.5 oz",14008707,47600011319,0.9,g,5.5 oz/156 g,3.98,0,0,0,0,0,,,,,,,16700,,,,,,,,,,,,,,,,,
"McCormick Taco Seasoning Mix - Mild, 1 oz Mixed Spices & Seasonings",54320936,52100034935,4.5,g,,1.07,4.5,0,58,322,322,13.3,0,7.2,,,1000,7200,,3740,,,,0,,,,,,10.8,0,0,,,
"Weber Gourmet Burger Seasoning, 5.75 oz",14008708,47600011326,1,g,8 oz/227 g,3.98,0,0,100,0,0,,,,,,,17000,,,,,,,,,,,,,,,,,
"Dash Garlic & Herb Seasoning Blend, Salt-Free, 6.75 oz",40711558,605021600453,0.699999988,g,2.5 oz/71 g,5.96,0,0,0,0,0,,,,,,1430,0,,,,,,,,,,,,,,,,,
"OLD BAY Classic Seafood Seasoning, 6 oz Mixed Spices & Seasonings",10308385,70328005230,0.6,g,32 fl oz/946 mL,4.43,1.11,0,6.67,33,33,1.1,36,1.11,,,6,656,,,,0,,,,,,,,3.33,0,0,,,1.1
"McCormick Chili Seasoning Mix - Hot, 1.25 oz Mixed Spices & Seasonings",10308938,52100091105,9,g,,1.58,10.8,7.3,56.6,,,10.8,0,3.9,,,,4620,,2820,,,,5.9,,,,,,8.67,0,0,,,
"McCormick Bourbon Pork Seasoning Mix, 1 oz Mixed Spices & Seasonings",877019127,52100045498,4.5,g,,2.22,9.59,7.53,65.6,307,307,11.3,996,35.3,224,171,684,27,3.14,2630,1.32,0,,12,,2.97,805,0,30.3,1.8,0,3.29,1.32,0,
"Dash Lemon Pepper Seasoning Blend, Salt-Free, Kosher, 2.5 oz",21092562,605021000611,0.699999988,g,0.51 oz/14.4 g,2.97,0,0,143,0,0,,,,,,1430,0,,,,,,,,,,,,,,,,,
"Lawry's Garlic Pepper, 2.6 oz",16213278,21500000437,0.8,g,,5.33,0,0,0,0,0,,,,,,,8750,,,,,,,,,,,,,,,,,
"McCormick Chili Seasoning Mix - White Chicken Chili, 1.25 oz Mixed Spices & Seasonings",10308816,52100007809,9,g,,1.58,10.8,7.3,56.6,,,10.8,0,3.9,,,,4620,,2820,,,,5.9,,,,,,8.67,0,0,,,
"McCormick Pot Roast Seasoning Mix - Mississippi Beef, 1.25 oz Mixed Spices & Seasonings",644970882,52100050041,4.5,g,1.25 oz/35 g,2.14,22.2,0,44.4,333,333,,,,,,,6670,,,,,,,,,,,,22.2,,,,,
"McCormick Perfect Pinch Italian Seasoning, 1.31 oz Mixed Spices & Seasonings",797932715,52100049731,,,,4.34,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,
"McCormick Perfect Pinch Lemon & Pepper Seasoning, 11.37 oz Mixed Spices & Seasonings",959970854,52100038322,0.899999976,g,,6.82,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,
"McCormick Gravy Mix - Pork, 0.87 oz Gravies",10308945,52100096506,6,g,,1.3,20.2,7.49,1.58,160,160,0,16,0.79,20,179,309,349,1.79,,0.17,,,0.4,,4.19,0.2,0,69.6,0.09,,2.64,0.392,0.51,
"McCormick Brown Gravy Mix - 30% Less Sodium, 0.87 oz Gravies",10309041,52100762494,6,g,0.87 oz/24 g,1.08,16.7,8.33,50,417,417,,,,,,,3830,,,,,,,,,,,,,,,,,
"McCormick Italian Mushroom Spaghetti Sauce, 1.5 oz Mixed Spices & Seasonings",10308939,52100091402,8,g,1.5 OZ/42 g,1.44,0,0,75,312,312,,,,,,,4250,,,,,,,,,,,,25,,,,,12.5
"Zatarain's Crab Boil - Liquid, 4 fl oz Mixed Spices & Seasonings",10293326,71429144866,,,5.75 oz,2.16,10,0,75,350,350,5,100,1.8,,,,1200,,,,,,120,,,,,,5,0,0,,,
"McCormick Onion Salt, 5.12 oz Mixed Spices & Seasonings",10308810,52100006567,,,,3.52,10.4,1.04,79.1,341,341,15.2,384,3.9,113,322,985,73,4.05,0,0.27,0,,23.4,,0.321,4.1,0,39,6.63,0,0.219,0.718,0,
"Dan-O's Spicy Seasoning - All-Natural, Low Sodium, Zero Sugar, 3.5oz",400348003,869710000232,,,,6.96,1.04,0.1,27.4,101,101,0.3,15,0.35,13,26,281,20,0.17,527,1.46,0,,4.1,,1.43,3,0,12.5,21.3,0,0.014,0.158,0,
"Great Value Organic Italian Seasoning, 0.6 oz",50597539,78742131849,,,,4.36,0,33.3,10,333,333,0,0,0,,,67,767,,0,,,,0,,,,,,6.67,0,5,,,
"Lawry's Colorful Coarse Ground Blend Seasoned Pepper, 2.25 oz",10804937,21500000703,,,2.25 oz,4.9,0,0,0,0,0,,,,,,,12900,,,,,,,,,,,,,,,,,
"Al Fresco Original Uncured Chicken Bacon, 3 oz",195137098,30771094632,12,g,12 oz,4.48,14,11.6,2.33,163,163,0,0,1.67,,,,744,,0,,,,0,,,,,,0,0,2.33,,,
"Cattleman's Cut Double Smoked Stick, Smoked Sausages, 12oz Plastic Pouch",620910280,44900302857,23,g,12 oz/340 g,9.68,30.4,47.8,0,565,565,0,87,3.13,,,,1390,,0,,,,0,,,,,,0,0,17.4,,,
"Chicken of the Sea Whole Baby Clams, 10 oz Can",10291679,48000000651,55,g,10 oz/283 g,2.18,16.4,1.82,3.64,91,91,0,109,29.4,,,,527,,0,,,,0,,,,,,0,0,0,,,
"Great Value Root Blend, Beets, Carrots, Parsnips and Sweet Potatoes, 20 oz (Frozen)",217962767,78742351001,85,g,20 OZ/567 g,2.68,1.18,0,14.1,59,59,3.5,35,0.59,,,329,41,,,,0,,,,,,,,3.53,0,0,,,
"Rob's Backstage Popcorn, Sweet and Salty Gluten-Free Popcorn, 4 oz",427123084,850010149554,,,3.00 LBR,3.98,2,5,20,130,130,3,0,0.6,,,60,140,,,,,,0,,,,,,5,0,0.5,,,5
"Honeysuckle White Young Turkey, 16-25 lbs. (Frozen), Serves 11 to 17",48534011,251514000004,,,4 EA,20.94,20,5,0,130,130,0,18,0.64,,,,180,,,,,,0,,,,,,0,0,1,,,
"Simulate Nuggs Plant Based Meat Dino Chicken Nuggets, 17 Pieces, 10.4 oz",462596198,850015437250,,,10.4 oz/295 g,4.98,15.3,11.8,18.8,235,235,2.4,35,2.35,,,282,471,,,,0,,,,,,,,1.18,0,1.76,,,
"Marketside Butcher Lamb Leg Steak, Seasoned, 0.6-1.9 lb (Fresh)",229895934,260430000005,,,,12.81,18.6,14.5,0.13,206,206,0,10,1.49,21,177,315,59,2.8,29,0.26,2,,0,,4.64,,0,,0,0.739,5.9,0.123,1.46,
"Crystal Geyser Alpine Spring Water, 1 Gallon Plastic Jug",20551360,75140005154,,,1 gal,1.38,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,0,,,,,
"Birds Eye Buffalo Style Frozen Cauliflower Wings, 13.5 oz (Frozen)",794109941,14500017949,84,g,,3.97,2.01,0.27,4.68,,,2.3,22,0.54,12,35,193,24,0.17,12,0.07,0,,48.8,,0.429,14.8,0,41.9,2.22,0,0.041,0.123,0,
Bomb Pop Hawaiian Punch Bar,23816415,70640008063,138,g,,3.52,4.33,1.48,14.1,84,84,1.8,49,0.94,39,78,267,676,0.78,,0.88,,,1.9,,1.4,3.5,0,17.7,5.6,,0.396,0.152,0.09,
Lean Cuisine Features Chicken Club Panini Frozen Meal 6 oz.,10804817,13800170002,170,g,8.5 oz,3.47,7.05,2.49,8.3,83,83,0.8,12,0.54,,,398,361,,,,,,,,,,,,0.83,0,1.45,,,0.4
Reser's Main St Bistro Baked Scalloped Potatoes 20 oz (Refrigerated),17248257,71117023404,140,g,20 oz/567 g,5.48,8.18,9.55,14.1,177,177,0.5,114,0.49,,,,395,,455,,,,4.1,,,,,,2.27,0,4.55,,,
"Pictsweet Farms Breaded Okra, Frozen Vegetables, 28 oz",10849731,70560983907,88,g,,4.12,1.69,0.25,6.63,,,2.2,81,0.57,43,42,211,3,0.53,350,0.33,0,,12.4,,0.708,49.4,0,11.4,2.97,0,0.065,0.042,0,
"Amy's Kitchen Soy Free Cheese Ravioli with Sauce Bowl, 9.5 Oz Box (Frozen)",14053228,42272001651,269,g,,5.58,7.39,6.25,21.7,173,173,0.7,99,1.69,15,119,129,646,0.62,,0.4,,,0,,1.56,0.3,24,57,0.22,,3.14,0.066,0.41,
"Birds Eye Creamy Spinach Bake, Frozen Vegetable, 13 oz Box (Frozen)",278655658,14500018236,131,g,,3.97,6.87,6.04,14.2,139,139,1.9,150,0.55,21,140,170,445,0.87,647,0.46,0,,1.1,,0.81,17.8,1,12.3,2.54,,2.87,0.102,0.59,
Urban Accents Ua Plant Based Taco Meatless Mix,828552745,635519125014,19,g,,3.98,5.31,7.37,19.2,162,162,3.7,88,1.88,23,115,231,275,0.58,,0.93,,,3.2,,1.27,12.8,12,13.8,1.84,,2.14,0.076,0.05,
"Marketside Butcher Lamb Loin Chop, 0.5-2.0 lb (Fresh)",306475448,260432000003,,,,12.11,27.4,16.3,0,264,264,0,20,1.89,26,209,349,387,3.78,,0.14,,,0,,6.92,4.3,0,100,0,,6.6,0.144,2.48,
"Edwards Chocolate Creme Pie, 5.34 oz, 2 Slices",10849602,41458117049,76,g,,3.74,4.15,22.4,38.4,,,0.8,66,1.49,19,79,161,266,0.44,166,1.09,3,,0,,0.605,9.5,13,17.9,27.4,2.49,12.4,0.02,0.12,
Talenti Gelato For a Delicious Frozen Dessert Caramel Cookie Crunch Made with Non-GMO Ingredients 1 pint,23760458,186852000334,128,g,,4.93,0.86,9.07,18.3,157,157,0,119,0.27,7,24,44,41,0.14,,1.62,,,0,,0.132,0.7,0,6.9,17.9,,7.11,0.007,0.38,
"Williams Hot Country Sausage, 16 oz",10313758,72494512741,,,38 oz/2.375 lbs/1077 g,3.97,14.3,33.9,0,393,393,0,0,0,,,,536,,0,,,,0,,,,,,0,0,10.7,,,
"Hillshire Farm Beef Smoked Sausage, 36 oz Family Pack",42678689,44500339093,56,g,9 oz/255 g,10.97,19.6,28.6,1.79,339,339,1.8,0,1.93,,,,1270,,0,,,,0,,,,,,1.79,0.89,12.5,,,
"Amy's Kitchen Gluten Free Roasted Poblano Enchilada, 9.1 oz Box (Frozen Meal)",167205642,42272011490,129,g,776 g/27.36 oz,5.68,7.73,9.79,14.4,175,175,1.5,155,0.88,,,170,340,,,,,,,,,,,,2.58,0,3.61,,,0
"Marketside Butcher Split Lamb Breast, 2 Count, 2.2-3.8 lb (Fresh)",273418224,260434000001,,,,12.49,16.9,52.3,0,538,538,0,12,1.98,20,148,207,58,2.13,,,0,,0,,4.3,,,,0,4.06,26.8,0.342,,
"Totino's Pizza Rolls, Triple Cheese Flavored, Frozen Snacks, 130 ct",167066442,42800118448,,,9.8 ONZ,11.97,5.59,11.1,27.5,234,234,1.2,75,1.48,,,196,443,,,,,,,,,,,,2.6,0.13,4.76,,,1.3
"NuttZo Organic Power Fuel Smooth 7 Nut & Seed Butter Spread, 12 oz Jar",339421542,894697002290,33,g,12 oz/340 g,10.78,18.2,45.4,24.2,545,545,9.1,152,6.06,,,594,136,,,,0,,,,,,,,3.03,0,6.06,,,
"Night Hawk Steak 'N Taters Frozen Dinner, 6 oz. , Box Frozen Meal",10849585,41709019276,170,g,,3.48,6.82,8.4,10.9,146,146,1.2,15,0.84,15,72,179,268,1.5,,0.08,,,5.3,,1.58,4,0,34.5,1.35,,3.88,0.164,0.6,
"Fresh Cut Organic Thyme, 0.5 oz Clamshell",416286708,768573010092,,,,1.98,5.56,1.68,24.4,,,14,405,17.4,160,106,609,9,1.81,4750,,0,,160,,1.82,,0,,,0,0.467,0.348,0,
"Petit Jean Meats Sliced Real Hickory Smoked Bacon, 24 oz",10403022,78503000247,,,2.1 OZ/59.5 g,12.42,33.3,40,0,533,533,0,,0,,,600,2130,,,,0,,,,,,,,0,0,13.3,,,
"MorningStar Farms Veggie Breakfast Meatless Sausage, Egg, Cheese Frozen Breakfast Sandwiches, 14.8 oz (Frozen)",37559901,28989100191,105,g,,7.28,9.29,22.9,21.1,328,328,2,137,1.84,15,302,292,589,0.94,,,,,,,2.18,,,73.6,3.1,0.177,8.6,0.123,0.64,
"Marketside Butcher Lamb Shank, Rosemary Garlic, 2.94 - 4.25 lb (Fresh)",653532862,260427000001,,,,21.52,3.31,5.86,20.7,,,14.1,317,6.65,91,66,668,26,0.93,2920,,0,,21.8,,0.912,,0,,,0,2.84,0.336,0,
"Freshness Guaranteed White Kaiser Rolls, 11 oz, 6 Count",463323381,200980000001,,,,3.97,9.9,4.3,52.7,,,2.3,95,3.28,27,100,108,544,0.94,0,0.42,0,,0,,4.24,0.6,80,14.6,1.77,,0.606,0.035,0,
"OREO Chocolate Sandwich Cookies, 13.29 oz",1052966595,44000060114,34,g,,3.98,5.21,19.1,71,464,464,2.9,21,12.1,47,93,234,388,0.74,,2.47,,,0,,2.6,27.4,58,19.2,40.7,,5.65,0.023,0,
"Mission Extra Thin Yellow Corn Tortillas, 24 Count",10309354,73731003282,56,g,16 oz/1 lbs/453 g,2.48,5.36,2.68,42.9,214,214,7.1,36,1.29,,,,18,,0,,,,0,,,,,,5.36,0,0,,,
"Werthers Original Hard Sugar Free Caramel Candy, 7.7 oz",177161689,72799051570,16,g,8.1 oz/229.6 g,6.57,8.33,4.17,83.3,375,375,0,0,0,,,,208,,0,,,,0,,,,,,58.3,0,0,,,
"SUNNYD Tangy Original Orange Juice Drink, 6 Count, 10 FL OZ Bottles",21013560,50200021107,295,nan,6 fl oz,2.92,0,0,11.1,44,44,0,0,0,,,,3,,,,,,0.7,,,,,,10.6,0,0,,,
"Great Value Medium Cantina Style Salsa Verde, 24 oz",46330077,78742102429,30,g,24 oz/680 g,2.96,0,0,6.67,33,33,3.3,0,0,,,233,667,,0,,,,16,,,,,,3.33,0,0,,,
"Philadelphia Chive & Onion Cream Cheese Spread, 7.5 oz Tub",35643838,21000007288,,,8 OZ/226 g,3.98,3.23,25.8,3.23,258,258,0,65,0,,,0,452,,,,0,,,,,,,,3.23,0,16.1,,,
505 Southwestern Restaurant Style Salsa (Medium) 16oz,329888755,602050010871,30,g,473 mL/16 fl oz,3.66,0,0,6.67,33,33,0,0,0,,,,633,,333,,,,80,,,,,,3.33,0,0,,,
"On The Border Salsa Con Queso, 15.5 oz Jar",19276309,781138802154,34,g,,3.48,3.14,9.51,11.1,,,0.7,98,0.14,8,200,105,796,0.41,287,1.86,0,,0.4,,0.136,17.6,0,7.9,1.95,0.097,2.49,0.043,0.25,
"Marketside Spinach Dip, 24 oz",566601063,681131242189,30,g,16 oz/454 g/1 lbs,6.64,10,26.7,6.67,300,300,0,200,0,,,,600,,1330,,,,4,,,,,,3.33,0,11.7,,,
"Clint'S Salsa Mild Mexican, 16 Oz",10813532,613440000037,28,g,16 ONZ,3.97,0,0,10,33,33,3.3,0,0,,,0,767,,,,,,,,,,,,3.33,0,0,,,0
"Healthy Choice Power Bowls Korean Style Beef Frozen Meal, 9.5 oz (Frozen)",401190725,72655001343,269,g,,3.98,6.82,8.4,10.9,146,146,1.2,15,0.84,15,72,179,268,1.5,,0.08,,,5.3,,1.58,4,0,34.5,1.35,,3.88,0.164,0.6,
Motor City Pizza Co Detroit-Style Deep Dish Supreme Pizza 29.44 oz,896242852,870375005012,147,g,29.44 oz/834 g,7.97,10.9,13.6,23.8,252,252,1.4,136,1.84,,,,531,,272,,,,8.2,,,,,,2.72,0,6.12,,,
"Green Giant Nibblers Corn On The Cob, 12 Ct (Frozen Vegetables)",10813635,20000121383,,,,4.93,3.28,0.78,23.5,,,2.8,4,0.68,32,87,294,5,0.7,4,,0,,7.2,,1.68,,0,,,0,0.12,0.179,0,
"Sunkist Zero Sugar Orange Soda, .5 L bottles, 6 pack",23591309,78000006766,,,8 fl oz/240 mL,4.87,0,0,12.5,46,46,,,,,,,19,,,,,,,,,,,,12.1,,,,,
"Glico Pocky Sticks, Strawberry Cream, 70 Gm",177710513,73141152518,70,g,2.47 oz/70 g,1.87,7.14,18.6,71.4,486,486,1.4,57,1.03,,,,229,,0,,,,0,,,,,,32.9,0,11.4,,,
"Raisinets Milk-Chocolate-Covered California Raisins, 3.1 oz, Movie Theater Candy Box",414786608,99900722730,24,g,,1.24,4.4,17,71,422,422,2.2,85,1.2,,,,33,,77,,,,1.6,,,,,,59,0.08,11,,,
"Blue Bunny Premium Homemade Vanilla Frozen Dessert, 48 fl oz",51259446,70640012572,65,g,48 fl oz/1.5 Quart/1.41 L,4.48,3.53,10.6,22.4,188,188,0,141,0,,,188,65,,,,,,,,,,,,21.2,0,8.24,,,15.3
"Fresh Cooked Colossal Peeled And Deveined, Tail-On Shrimp, 1 lb (16-22 count per lb)",447221770,826504738023,85,nan,16 oz,13.98,17.6,0.76,0,82,82,0,47,0.42,,,82,388,,,,0,,,,,,,,0,0,0,,,
"Petit Jean Meats Peppered Real Hickory Smoked Bacon, 24oz",19400143,78503000209,,,12 OZ,12.42,35.3,41.2,0,529,529,,,,,,,2060,,,,,,,,,,,,,0,14.7,,,
"Jimmy Dean Delights Honey Wheat English Muffin, Bacon Egg White & Cheese Sandwich, 18 oz, 4 Ct (Frozen)",12444425,77900502422,128,g,,7.98,14.1,13.8,18.6,256,256,1.4,196,2.3,20,214,161,581,1.58,,0.89,,,0.7,,2.72,2.7,22,109,1.82,,5.48,0.121,0.6,
"Dole Frozen Fruit and Veggie Blends, Berries 'N Kale, 40 oz Bag",462687071,71202140290,227,g,40 oz/2.5 lbs/1.13 kg,11.78,0.88,0.22,13.2,57,57,2.2,18,0.53,,,211,2,,,,0,,26,,,,,,7.05,0,0,,,
Lloyd 's 1/2 Rack Seasoned and Smoked St. Louis Style Pork Spareribs in Original Sauce; 16 oz (1 lbs),15556388,78929032617,140,g,,9.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blue Bunny Vanilla Bean Frozen Yogurt, 48 fl oz",152077221,70640013012,67,g,,4.48,3,3.6,21.6,127,127,0,100,0.46,10,89,156,63,0.28,,0.09,,,0.7,,0.07,0.3,0,23.1,19.9,,2.33,0.04,0.07,
"GoodCook NSF-Certified Stainless Steel Precision Meat Thermometer with Sleeve, Silver/Black",25827355,76753251105,,,,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
